"filename", "language", "JSON", "Ignore", "Shell Script", "Markdown", "TypeScript", "YAML", "Docker", "Ruby", "JavaScript", "HTML", "CSS", "erb", "TypeScript JSX", "comment", "blank", "total"
"/home/leong/Desktop/Projects/gossip/package-lock.json", "JSON", 7717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7718
"/home/leong/Desktop/Projects/gossip/package.json", "JSON", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"/home/leong/Desktop/Projects/gossip/public/404.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 1, 6, 68
"/home/leong/Desktop/Projects/gossip/public/422.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 1, 6, 68
"/home/leong/Desktop/Projects/gossip/public/500.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 1, 6, 67
"/home/leong/Desktop/Projects/gossip/test/controllers/api/v1/auth_controller_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/controllers/api/v1/categories_controller_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/controllers/api/v1/comments_controller_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/controllers/api/v1/posts_controller_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/controllers/api/v1/replies_controller_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/controllers/api/v1/users_controller_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/controllers/homepage_controller_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"/home/leong/Desktop/Projects/gossip/test/fixtures/categories.yml", "YAML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/home/leong/Desktop/Projects/gossip/test/fixtures/comments.yml", "YAML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/home/leong/Desktop/Projects/gossip/test/fixtures/posts.yml", "YAML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/home/leong/Desktop/Projects/gossip/test/fixtures/replies.yml", "YAML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/home/leong/Desktop/Projects/gossip/test/models/category_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/models/comment_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/models/post_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/models/reply_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"/home/leong/Desktop/Projects/gossip/test/test_helper.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 4, 14
"/home/leong/Desktop/Projects/gossip/vite.config.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"Total", "-", 7765, 8, 4, 35, 129, 82, 12, 693, 77, 182, 13, 32, 2252, 404, 686, 12374
